,run,time,size,pattern,sparsity,algorithm,gflops,rel_error
300,29,6.004064,1280,blockrandom,0.8,cuSPARSE CSR,698.5774968421389,0.000241
301,15,1613.62146,8192,blockrandom,0.8,Dense on GPU Coalescence,681.3937810271809,inf
302,15,842.939026,8192,blockrandom,0.8,Dense WMMA,1304.3786013722895,0.156258
303,15,465.064972,8192,blockrandom,0.8,SpMM 1 Co,2364.21079628418,0.0
304,15,52.137985,8192,blockrandom,0.8,SpMM with Tensors,21088.494842598924,0.156258
305,15,70.011581,8192,blockrandom,0.8,cuBLAS GeMM,15704.710736013803,0.029015
306,15,43.093056,8192,blockrandom,0.8,cuBLAS GeMM with Tensors,25514.821408256586,0.029015
307,15,214.788864,8192,blockrandom,0.8,cuSPARSE CSR,5119.034605890927,0.003934
308,8,166.183075,4096,blockrandom,0.3,Dense on GPU Coalescence,827.0333995925879,inf
309,8,19.544064,4096,blockrandom,0.3,Dense WMMA,7032.26071465996,0.143245
310,8,197.186554,4096,blockrandom,0.3,SpMM 1 Co,696.9996213433498,0.0
311,8,15.113216,4096,blockrandom,0.3,SpMM with Tensors,9093.958127244394,0.143245
312,8,36.65731,4096,blockrandom,0.3,cuBLAS GeMM,3749.291845801015,0.143245
313,8,46.775105,4096,blockrandom,0.3,cuBLAS GeMM with Tensors,2938.2927835651035,0.143245
314,8,98.929535,4096,blockrandom,0.3,cuSPARSE CSR,1389.261088430265,0.002727
315,0,165.044449,4096,blockrandom,0.8,Dense on GPU Coalescence,832.739024576343,inf
316,0,19.546112,4096,blockrandom,0.8,Dense WMMA,7031.523889354568,0.037605
317,0,53.009567,4096,blockrandom,0.8,SpMM 1 Co,2592.7197909765987,0.0
318,0,3.392736,4096,blockrandom,0.8,SpMM with Tensors,40509.76954057138,0.037605
319,0,37.711872,4096,blockrandom,0.8,cuBLAS GeMM,3644.4479200608234,0.037605
320,0,10.893056,4096,blockrandom,0.8,cuBLAS GeMM with Tensors,12617.116213484995,0.037605
321,0,30.100416,4096,blockrandom,0.8,cuSPARSE CSR,4566.015083379579,0.001384
322,21,1614.648071,8192,blockrandom,0.3,Dense on GPU Coalescence,680.9605433678432,inf
323,21,843.330566,8192,blockrandom,0.3,Dense WMMA,1303.7730068187757,0.580035
324,21,1451.756714,8192,blockrandom,0.3,SpMM 1 Co,757.366311567821,0.0
325,21,262.436676,8192,blockrandom,0.3,SpMM with Tensors,4189.626406394509,0.580035
326,21,70.943871,8192,blockrandom,0.3,cuBLAS GeMM,15498.331459471672,0.10736
327,21,42.823776,8192,blockrandom,0.3,cuBLAS GeMM with Tensors,25675.26104601332,0.10736
328,21,796.071228,8192,blockrandom,0.3,cuSPARSE CSR,1381.1724241539853,0.007725
329,21,166.446213,4096,blockrandom,0.6,Dense on GPU Coalescence,825.7259266811916,inf
330,21,19.54752,4096,blockrandom,0.6,Dense WMMA,7031.017411518187,0.078226
331,21,104.600769,4096,blockrandom,0.6,SpMM 1 Co,1313.9382701096586,0.0
332,21,6.64672,4096,blockrandom,0.6,SpMM with Tensors,20677.710731308074,0.078226
333,21,37.823486,4096,blockrandom,0.6,cuBLAS GeMM,3633.6934536388317,0.078226
334,21,10.875904,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12637.014217117032,0.078226
335,21,56.425472,4096,blockrandom,0.6,cuSPARSE CSR,2435.7608115710577,0.001971
336,0,168.305664,4096,blockrandom,0.3,Dense on GPU Coalescence,816.6032574637536,inf
337,0,19.530752,4096,blockrandom,0.3,Dense WMMA,7037.053845750537,0.143217
338,0,197.088577,4096,blockrandom,0.3,SpMM 1 Co,697.3461149501323,0.0
339,0,15.058944,4096,blockrandom,0.3,SpMM with Tensors,9126.732490140079,0.143217
340,0,37.574657,4096,blockrandom,0.3,cuBLAS GeMM,3657.756702130375,0.143217
341,0,10.914816,4096,blockrandom,0.3,cuBLAS GeMM with Tensors,12591.962473027488,0.143217
342,0,98.787682,4096,blockrandom,0.3,cuSPARSE CSR,1391.2559814086942,0.002727
343,0,5.293056,1280,blockrandom,0.5,Dense on GPU Coalescence,792.4163281098859,inf
344,0,0.688512,1280,blockrandom,0.5,Dense WMMA,6091.838631715932,0.009199
345,0,3.532,1280,blockrandom,0.5,SpMM 1 Co,1187.515288788222,0.0
346,0,0.277664,1280,blockrandom,0.5,SpMM with Tensors,15105.681687219085,0.009199
347,0,34.794559,1280,blockrandom,0.5,cuBLAS GeMM,120.54482426404657,0.00432
348,0,6.447456,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,650.5362735317619,0.00432
349,0,7.279616,1280,blockrandom,0.5,cuSPARSE CSR,576.1710507807005,0.000395
350,5,1627.682983,8192,blockrandom,0.8,Dense on GPU Coalescence,675.5072328331886,inf
351,5,844.6073,8192,blockrandom,0.8,Dense WMMA,1301.8021840161693,0.156114
352,5,462.692413,8192,blockrandom,0.8,SpMM 1 Co,2376.333816772569,0.0
353,5,52.082687,8192,blockrandom,0.8,SpMM with Tensors,21110.885230940563,0.156114
354,5,70.278305,8192,blockrandom,0.8,cuBLAS GeMM,15645.10737383322,0.029005
355,5,43.301186,8192,blockrandom,0.8,cuBLAS GeMM with Tensors,25392.182740121712,0.029005
356,5,213.677063,8192,blockrandom,0.8,cuSPARSE CSR,5145.669883042149,0.00393
357,1,166.755325,4096,blockrandom,0.6,Dense on GPU Coalescence,824.1952901474061,inf
358,1,19.54624,4096,blockrandom,0.6,Dense WMMA,7031.477842899709,0.078234
359,1,104.690689,4096,blockrandom,0.6,SpMM 1 Co,1312.809713880095,0.0
360,1,6.636544,4096,blockrandom,0.6,SpMM with Tensors,20709.416448079,0.078234
361,1,38.874401,4096,blockrandom,0.6,cuBLAS GeMM,3535.4616389330345,0.078234
362,1,11.02848,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12462.184586815227,0.078234
363,1,56.917057,4096,blockrandom,0.6,cuSPARSE CSR,2414.7234715948157,0.001969
364,28,5.284864,1280,blockrandom,0.6,Dense on GPU Coalescence,793.6446425111412,inf
365,28,0.686176,1280,blockrandom,0.6,Dense WMMA,6112.57753112904,0.006962
366,28,2.860992,1280,blockrandom,0.6,SpMM 1 Co,1466.0313625483748,0.0
367,28,0.2336,1280,blockrandom,0.6,SpMM with Tensors,17955.068493150684,0.006962
368,28,33.73875,1280,blockrandom,0.6,cuBLAS GeMM,124.317113111778,0.003335
369,28,6.561792,1280,blockrandom,0.6,cuBLAS GeMM with Tensors,639.2009987515605,0.003335
370,28,6.74304,1280,blockrandom,0.6,cuSPARSE CSR,622.0197418375095,0.000335
371,8,166.972198,4096,blockrandom,0.4,Dense on GPU Coalescence,823.1247783657972,inf
372,8,19.595264,4096,blockrandom,0.4,Dense WMMA,7013.886287625418,0.120637
373,8,166.453369,4096,blockrandom,0.4,SpMM 1 Co,825.6904278819374,0.0
374,8,13.024256,4096,blockrandom,0.4,SpMM with Tensors,10552.537778127211,0.120637
375,8,37.251839,4096,blockrandom,0.4,cuBLAS GeMM,3689.454189684434,0.120637
376,8,10.804224,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12720.853757937637,0.120637
377,8,84.736031,4096,blockrandom,0.4,cuSPARSE CSR,1621.965908127087,0.002514
378,2,431.462524,5376,blockrandom,0.8,Dense on GPU Coalescence,720.219202055194,inf
379,2,243.820541,5376,blockrandom,0.8,Dense WMMA,1274.4930901945625,0.064341
380,2,130.177017,5376,blockrandom,0.8,SpMM 1 Co,2387.115651543928,0.0
381,2,11.255808,5376,blockrandom,0.8,SpMM with Tensors,27607.755458515283,0.064341
382,2,43.937794,5376,blockrandom,0.8,cuBLAS GeMM,7072.444163946874,0.064341
383,2,16.600063,5376,blockrandom,0.8,cuBLAS GeMM with Tensors,18719.663579108106,0.064341
384,2,63.264606,5376,blockrandom,0.8,cuSPARSE CSR,4911.87117725826,0.002042
385,10,1618.436768,8192,blockrandom,0.4,Dense on GPU Coalescence,679.3664414425859,inf
386,10,849.684143,8192,blockrandom,0.4,Dense WMMA,1294.023946232453,0.490309
387,10,1249.191772,8192,blockrandom,0.4,SpMM 1 Co,880.178410089624,0.0
388,10,164.087814,8192,blockrandom,0.4,SpMM with Tensors,6700.751268317829,0.490309
389,10,71.223427,8192,blockrandom,0.4,cuBLAS GeMM,15437.49962741894,0.088071
390,10,43.290623,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25398.378484319805,0.088071
391,10,676.657471,8192,blockrandom,0.4,cuSPARSE CSR,1624.9161132457223,0.007142
392,0,1616.927612,8192,blockrandom,0.7,Dense on GPU Coalescence,680.0005266877711,inf
393,0,845.436951,8192,blockrandom,0.7,Dense WMMA,1300.5246890090093,0.240952
394,0,660.154358,8192,blockrandom,0.7,SpMM 1 Co,1665.5371799817763,0.0
395,0,80.316414,8192,blockrandom,0.7,SpMM with Tensors,13689.749990282186,0.240952
396,0,71.765312,8192,blockrandom,0.7,cuBLAS GeMM,15320.93426662731,0.043456
397,0,43.226112,8192,blockrandom,0.7,cuBLAS GeMM with Tensors,25436.28323028451,0.043456
398,0,324.426758,8192,blockrandom,0.7,cuSPARSE CSR,3389.090451583528,0.00501
399,14,168.043518,4096,blockrandom,0.3,Dense on GPU Coalescence,817.8771493703197,inf
400,14,19.531424,4096,blockrandom,0.3,Dense WMMA,7036.811728218076,0.143236
401,14,197.086594,4096,blockrandom,0.3,SpMM 1 Co,697.353131344895,0.0
402,14,14.997504,4096,blockrandom,0.3,SpMM with Tensors,9164.121808002184,0.143236
403,14,38.484257,4096,blockrandom,0.3,cuBLAS GeMM,3571.3032857045932,0.143236
404,14,10.70592,4096,blockrandom,0.3,cuBLAS GeMM with Tensors,12837.659301769489,0.143236
405,14,98.80291,4096,blockrandom,0.3,cuSPARSE CSR,1391.0415540594909,0.002728
406,16,165.335175,4096,blockrandom,0.9,Dense on GPU Coalescence,831.2747331110878,inf
407,16,19.526815,4096,blockrandom,0.9,Dense WMMA,7038.472657829759,0.017699
408,16,27.18288,4096,blockrandom,0.9,SpMM 1 Co,5056.085060596964,0.0
409,16,1.901632,4096,blockrandom,0.9,SpMM with Tensors,72274.21155723084,0.017699
410,16,37.664448,4096,blockrandom,0.9,cuBLAS GeMM,3649.0367115429385,0.017699
411,16,11.005952,4096,blockrandom,0.9,cuBLAS GeMM with Tensors,12487.693338295498,0.017699
412,16,18.004992,4096,blockrandom,0.9,cuSPARSE CSR,7633.380424273446,0.000975
413,11,5.300224,1280,blockrandom,0.5,Dense on GPU Coalescence,791.3446676970634,inf
414,11,0.685056,1280,blockrandom,0.5,Dense WMMA,6122.571001494768,0.009292
415,11,3.554304,1280,blockrandom,0.5,SpMM 1 Co,1180.0633823105734,0.0
416,11,0.275456,1280,blockrandom,0.5,SpMM with Tensors,15226.765799256505,0.009292
417,11,33.804577,1280,blockrandom,0.5,cuBLAS GeMM,124.07503279807347,0.004371
418,11,6.37408,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,658.0250012550831,0.004371
419,11,7.136256,1280,blockrandom,0.5,cuSPARSE CSR,587.7457310948486,0.000399
420,7,436.444977,5376,blockrandom,0.4,Dense on GPU Coalescence,711.9971843598512,inf
421,7,245.836807,5376,blockrandom,0.4,Dense WMMA,1264.0401514489245,0.20739
422,7,375.185425,5376,blockrandom,0.4,SpMM 1 Co,828.2507103041116,0.0
423,7,36.288513,5376,blockrandom,0.4,SpMM with Tensors,8563.249608822494,0.20739
424,7,62.18541,5376,blockrandom,0.4,cuBLAS GeMM,4997.114190482945,0.20739
425,7,17.165344,5376,blockrandom,0.4,cuBLAS GeMM with Tensors,18103.196460962274,0.20739
426,7,190.964737,5376,blockrandom,0.4,cuSPARSE CSR,1627.2511859192098,0.003661
427,23,165.882111,4096,blockrandom,0.8,Dense on GPU Coalescence,828.533906660978,inf
428,23,19.525728,4096,blockrandom,0.8,Dense WMMA,7038.864490583911,0.037644
429,23,52.939777,4096,blockrandom,0.8,SpMM 1 Co,2596.1377485968633,0.0
430,23,3.391488,4096,blockrandom,0.8,SpMM with Tensors,40524.67632850241,0.037644
431,23,36.777119,4096,blockrandom,0.8,cuBLAS GeMM,3737.077759462344,0.037644
432,23,42.110271,4096,blockrandom,0.8,cuBLAS GeMM with Tensors,3263.786962377896,0.037644
433,23,29.995071,4096,blockrandom,0.8,cuSPARSE CSR,4582.051280091986,0.001384
434,10,5.268352,1280,blockrandom,0.6,Dense on GPU Coalescence,796.1320731796205,inf
435,10,0.68784,1280,blockrandom,0.6,Dense WMMA,6097.790183763666,0.006982
436,10,2.879488,1280,blockrandom,0.6,SpMM 1 Co,1456.6145092460881,0.0
437,10,0.24368,1280,blockrandom,0.6,SpMM with Tensors,17212.344057780698,0.006982
438,10,34.165024,1280,blockrandom,0.6,cuBLAS GeMM,122.76601942384117,0.003303
439,10,6.90368,1280,blockrandom,0.6,cuBLAS GeMM with Tensors,607.5461203300268,0.003303
440,10,6.812672,1280,blockrandom,0.6,cuSPARSE CSR,615.662107320006,0.000337
441,0,169.644455,4096,blockrandom,0.9,Dense on GPU Coalescence,810.1588317283934,inf
442,0,19.557377,4096,blockrandom,0.9,Dense WMMA,7027.47374926607,0.017698
443,0,27.212,4096,blockrandom,0.9,SpMM 1 Co,5050.67446244304,0.0
444,0,1.942528,4096,blockrandom,0.9,SpMM with Tensors,70752.6241433843,0.017698
445,0,37.021694,4096,blockrandom,0.9,cuBLAS GeMM,3712.3896457034084,0.017698
446,0,10.991616,4096,blockrandom,0.9,cuBLAS GeMM with Tensors,12503.980622321595,0.017698
447,0,17.554432,4096,blockrandom,0.9,cuSPARSE CSR,7829.3022224814795,0.000977
448,7,5.262272,1280,blockrandom,0.7,Dense on GPU Coalescence,797.0519197791373,inf
449,7,0.678528,1280,blockrandom,0.7,Dense WMMA,6181.475193359744,0.005199
450,7,2.190336,1280,blockrandom,0.7,SpMM 1 Co,1914.9135109864424,0.0
451,7,0.188416,1280,blockrandom,0.7,SpMM with Tensors,22260.869565217392,0.005199
452,7,33.89616,1280,blockrandom,0.7,cuBLAS GeMM,123.73979825443354,0.00242
453,7,6.517152,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,643.5792812565979,0.00242
454,7,6.354944,1280,blockrandom,0.7,cuSPARSE CSR,660.0064453754431,0.000298
455,19,1618.717651,8192,blockrandom,0.9,Dense on GPU Coalescence,679.2485564710754,inf
456,19,844.682251,8192,blockrandom,0.9,Dense WMMA,1301.6866714960724,0.075188
457,19,243.188736,8192,blockrandom,0.9,SpMM 1 Co,4521.227610541962,0.0
458,19,24.870752,8192,blockrandom,0.9,SpMM with Tensors,44209.02221919144,0.075188
459,19,71.097343,8192,blockrandom,0.9,cuBLAS GeMM,15464.876483161966,0.013493
460,19,43.199905,8192,blockrandom,0.9,cuBLAS GeMM with Tensors,25451.714020574815,0.013493
461,19,107.344673,8192,blockrandom,0.9,cuSPARSE CSR,10242.815009329806,0.002767
462,25,5.282592,1280,blockrandom,0.7,Dense on GPU Coalescence,793.9859826388258,inf
463,25,0.684032,1280,blockrandom,0.7,Dense WMMA,6131.736526946108,0.005214
464,25,2.194432,1280,blockrandom,0.7,SpMM 1 Co,1911.3392440503967,0.0
465,25,0.195584,1280,blockrandom,0.7,SpMM with Tensors,21445.02617801047,0.005214
466,25,34.200737,1280,blockrandom,0.7,cuBLAS GeMM,122.63782502698699,0.002414
467,25,6.491776,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,646.0949977325157,0.002414
468,25,6.4136,1280,blockrandom,0.7,cuSPARSE CSR,653.970313084695,0.000299
469,26,6.565024,1280,blockrandom,0.3,Dense on GPU Coalescence,638.8863163333447,inf
470,26,0.821472,1280,blockrandom,0.3,Dense WMMA,5105.839273888824,0.012616
471,26,5.077728,1280,blockrandom,0.3,SpMM 1 Co,826.019826189981,0.0
472,26,0.393376,1280,blockrandom,0.3,SpMM with Tensors,10662.328154234117,0.012616
473,26,35.953663,1280,blockrandom,0.3,cuBLAS GeMM,116.6586002655696,0.006002
474,26,6.437888,1280,blockrandom,0.3,cuBLAS GeMM with Tensors,651.5031016383012,0.006002
475,26,7.896064,1280,blockrandom,0.3,cuSPARSE CSR,531.1892102191674,0.000438
476,4,169.711807,4096,blockrandom,0.8,Dense on GPU Coalescence,809.8373112720436,inf
477,4,19.541857,4096,blockrandom,0.8,Dense WMMA,7033.054917554662,0.037624
478,4,53.011776,4096,blockrandom,0.8,SpMM 1 Co,2592.611752377434,0.0
479,4,3.382368,4096,blockrandom,0.8,SpMM with Tensors,40633.944464942906,0.372602
480,4,37.977089,4096,blockrandom,0.8,cuBLAS GeMM,3618.9965342525334,0.037624
481,4,10.585728,4096,blockrandom,0.8,cuBLAS GeMM with Tensors,12983.42007956373,0.037624
482,4,30.085119,4096,blockrandom,0.8,cuSPARSE CSR,4568.336707326968,0.001385
483,15,168.974335,4096,blockrandom,0.3,Dense on GPU Coalescence,813.3717672094996,inf
484,15,19.543039,4096,blockrandom,0.3,Dense WMMA,7032.629545077406,0.143237
485,15,197.164032,4096,blockrandom,0.3,SpMM 1 Co,697.079239442618,0.0
486,15,15.038336,4096,blockrandom,0.3,SpMM with Tensors,9139.23943925711,0.143237
487,15,36.737022,4096,blockrandom,0.3,cuBLAS GeMM,3741.1566313676703,0.143237
488,15,10.600448,4096,blockrandom,0.3,cuBLAS GeMM with Tensors,12965.391035548686,0.143237
489,15,98.843842,4096,blockrandom,0.3,cuSPARSE CSR,1390.4655129856244,0.002727
490,28,5.294944,1280,blockrandom,0.7,Dense on GPU Coalescence,792.133778940816,inf
491,28,0.741376,1280,blockrandom,0.7,Dense WMMA,5657.458563535912,0.005245
492,28,2.220096,1280,blockrandom,0.7,SpMM 1 Co,1889.244429069734,0.0
493,28,0.191488,1280,blockrandom,0.7,SpMM with Tensors,21903.74331550802,0.005245
494,28,33.845249,1280,blockrandom,0.7,cuBLAS GeMM,123.92593122892966,0.002433
495,28,6.542336,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,641.1018938801064,0.002433
496,28,6.735808,1280,blockrandom,0.7,cuSPARSE CSR,622.6875825439205,0.000301
497,28,1618.612061,8192,blockrandom,0.9,Dense on GPU Coalescence,679.2928671844364,inf
498,28,845.093262,8192,blockrandom,0.9,Dense WMMA,1301.053596349701,0.075136
499,28,242.919418,8192,blockrandom,0.9,SpMM 1 Co,4526.240169799847,0.0
500,28,24.816641,8192,blockrandom,0.9,SpMM with Tensors,44305.41698918883,0.075136
501,28,71.573502,8192,blockrandom,0.9,cuBLAS GeMM,15361.99287518445,0.013453
502,28,43.346943,8192,blockrandom,0.9,cuBLAS GeMM with Tensors,25365.378771370335,0.013453
503,28,107.42067,8192,blockrandom,0.9,cuSPARSE CSR,10235.568515593879,0.002766
504,1,432.006134,5376,blockrandom,0.6,Dense on GPU Coalescence,719.3129224225321,inf
505,1,241.13562,5376,blockrandom,0.6,Dense WMMA,1288.6839146866812,0.131089
506,1,257.665039,5376,blockrandom,0.6,SpMM 1 Co,1206.0138075309474,0.0
507,1,26.119167,5376,blockrandom,0.6,SpMM with Tensors,11897.301118063988,0.131089
508,1,43.335648,5376,blockrandom,0.6,cuBLAS GeMM,7170.715313914309,0.131089
509,1,16.325439,5376,blockrandom,0.6,cuBLAS GeMM with Tensors,19034.56285322557,0.131089
510,1,124.10675,5376,blockrandom,0.6,cuSPARSE CSR,2503.8734376010975,0.002863
511,24,429.411316,5376,blockrandom,0.3,Dense on GPU Coalescence,723.65953847383,inf
512,24,245.594116,5376,blockrandom,0.3,Dense WMMA,1265.2892496496129,0.229856
513,24,437.708801,5376,blockrandom,0.3,SpMM 1 Co,709.9413903537205,0.0
514,24,40.110146,5376,blockrandom,0.3,SpMM with Tensors,7747.356360956652,0.229856
515,24,63.886463,5376,blockrandom,0.3,cuBLAS GeMM,4864.060086594558,0.229856
516,24,19.40992,5376,blockrandom,0.3,cuBLAS GeMM with Tensors,16009.730836190978,0.229856
517,24,222.779495,5376,blockrandom,0.3,cuSPARSE CSR,1394.8662319752543,0.003673
518,2,169.152512,4096,blockrandom,0.5,Dense on GPU Coalescence,812.5150010896675,inf
519,2,19.533825,4096,blockrandom,0.5,Dense WMMA,7035.946798540481,0.093396
520,2,134.993729,4096,blockrandom,0.5,SpMM 1 Co,1018.1136152776401,0.0
521,2,9.677856,4096,blockrandom,0.5,SpMM with Tensors,14201.384425641381,0.093396
522,2,37.551872,4096,blockrandom,0.5,cuBLAS GeMM,3659.976085133652,0.093396
523,2,10.774528,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12755.914084774759,0.093396
524,2,70.211395,4096,blockrandom,0.5,cuSPARSE CSR,1957.5021044945768,0.00207
525,29,1619.570679,8192,blockrandom,0.6,Dense on GPU Coalescence,678.8907962046403,inf
526,29,851.586121,8192,blockrandom,0.6,Dense WMMA,1291.1338039244536,0.319623
527,29,855.702698,8192,blockrandom,0.6,SpMM 1 Co,1284.922474062364,0.0
528,29,104.953857,8192,blockrandom,0.6,SpMM with Tensors,10476.14312807961,0.319623
529,29,70.9161,8192,blockrandom,0.6,cuBLAS GeMM,15504.400661852527,0.061482
530,29,42.784863,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,25698.61279621253,0.061482
531,29,438.845154,8192,blockrandom,0.6,cuSPARSE CSR,2505.4660345548673,0.005584
532,21,5.272736,1280,blockrandom,0.7,Dense on GPU Coalescence,795.4701316356442,inf
533,21,0.684032,1280,blockrandom,0.7,Dense WMMA,6131.736526946108,0.005222
534,21,2.188288,1280,blockrandom,0.7,SpMM 1 Co,1916.7056621431914,0.0
535,21,0.18944,1280,blockrandom,0.7,SpMM with Tensors,22140.54054054054,0.005222
536,21,33.700863,1280,blockrandom,0.7,cuBLAS GeMM,124.45687221718921,0.002424
537,21,6.384832,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,656.9168930364965,0.002424
538,21,6.332672,1280,blockrandom,0.7,cuSPARSE CSR,662.3276872700812,0.0003
539,2,1618.947021,8192,blockrandom,0.4,Dense on GPU Coalescence,679.15232154839,inf
540,2,850.880554,8192,blockrandom,0.4,Dense WMMA,1292.2044376348504,0.490522
541,2,1246.239746,8192,blockrandom,0.4,SpMM 1 Co,882.2633295921216,0.0
542,2,166.409241,8192,blockrandom,0.4,SpMM with Tensors,6607.275059778682,0.490522
543,2,70.675552,8192,blockrandom,0.4,cuBLAS GeMM,15557.17071408229,0.088029
544,2,43.083199,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25520.658941226717,0.088029
545,2,676.389893,8192,blockrandom,0.4,cuSPARSE CSR,1625.5589256358094,0.007145
546,0,5.4856,1280,blockrandom,0.3,Dense on GPU Coalescence,764.6025958874143,inf
547,0,0.684032,1280,blockrandom,0.3,Dense WMMA,6131.736526946108,0.012616
548,0,4.8896,1280,blockrandom,0.3,SpMM 1 Co,857.8010471204188,0.0
549,0,0.351232,1280,blockrandom,0.3,SpMM with Tensors,11941.690962099125,0.012616
550,0,34.89053,1280,blockrandom,0.3,cuBLAS GeMM,120.21324984171923,0.00602
551,0,6.614176,1280,blockrandom,0.3,cuBLAS GeMM with Tensors,634.1385533133681,0.00602
552,0,8.12272,1280,blockrandom,0.3,cuSPARSE CSR,516.366931274253,0.000438
553,14,168.888229,4096,blockrandom,0.4,Dense on GPU Coalescence,813.7864567932677,inf
554,14,19.533792,4096,blockrandom,0.4,Dense WMMA,7035.958684929173,0.120727
555,14,166.327301,4096,blockrandom,0.4,SpMM 1 Co,826.3162610448419,0.0
556,14,13.029632,4096,blockrandom,0.4,SpMM with Tensors,10548.183822229208,0.120727
557,14,37.972992,4096,blockrandom,0.4,cuBLAS GeMM,3619.3869967370492,0.120727
558,14,42.794975,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,3211.567560724127,0.120727
559,14,84.660225,4096,blockrandom,0.4,cuSPARSE CSR,1623.4182400531065,0.002516
560,29,177.336639,4096,blockrandom,0.6,Dense on GPU Coalescence,775.0172454322877,inf
561,29,19.539553,4096,blockrandom,0.6,Dense WMMA,7033.884217924535,0.078178
562,29,104.920448,4096,blockrandom,0.6,SpMM 1 Co,1309.9348705792793,0.0
563,29,6.775104,4096,blockrandom,0.6,SpMM with Tensors,20285.880994889525,0.078178
564,29,43.719681,4096,blockrandom,0.6,cuBLAS GeMM,3143.640354374955,0.078178
565,29,11.169056,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12305.33300862669,0.078178
566,29,56.468544,4096,blockrandom,0.6,cuSPARSE CSR,2433.902908351949,0.001968
